lsoa21cd,cluster,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,lnc_grp,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,cluster_type,cluster_display
E01000082,1,2130.38171,7.664525738535811,-0.3303906744486649,0.2216206362380007,0.1653431628456855,0.4024322636873699,0.7643552407707596,4,29.663,3,0.395,0.162,1846,1,3,High activity / full-night,C1: High activity / full-night
E01000083,1,3707.97441,8.21851067803198,-0.1723822872876838,0.1475761182505032,0.1067965919430388,0.2396446263589943,0.7756814404945614,4,33.329,3,0.424,0.188,1977,1,3,High activity / full-night,C1: High activity / full-night
E01000084,2,492.38879,6.20129748393444,0.3085606599614098,0.147333573536473,0.1311772958925405,0.2408019042580625,0.6705475496320845,3,33.774,2,0.364,0.187,1418,1,2,Partial-night transition,C2: Partial-night transition
E01000085,0,365.29094,5.903427935654149,-0.2735595906101586,0.0795251587679672,0.0653142944087252,0.1159204958443142,0.7845834765763247,3,36.282,2,0.427,0.203,1607,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000086,2,460.19189,6.1338142036782815,-0.1819991438788719,0.0869649397776218,0.0547425770584527,0.1368954335681445,0.7481410182276279,5,33.161,3,0.437,0.175,1444,1,3,Partial-night transition,C2: Partial-night transition
E01000087,2,4075.67162,8.313036155057342,-0.1862484495254797,0.1168594392302881,0.0907393245778716,0.1850349559103817,0.6747406095757836,5,32.659,3,0.445,0.177,1650,1,3,Partial-night transition,C2: Partial-night transition
E01000088,2,569.3558400000001,6.346260446748214,-0.1232081504600006,0.1888248305312895,0.1624239245530528,0.3316695638406525,0.7152285972339816,5,27.226,3,0.337,0.143,2023,1,3,Partial-night transition,C2: Partial-night transition
E01000090,0,694.37927,6.544457408948238,-0.3588526339503193,0.1467589030991665,0.1195983140452911,0.2505560880394891,0.622308460237658,6,28.866,3,0.454,0.177,1675,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000091,1,1882.59856,7.540939353875585,-0.5664393581603505,0.1366407823025212,0.0853021740333212,0.2304507464021798,0.7698627913081366,5,39.772,2,0.499,0.246,2102,1,2,High activity / full-night,C1: High activity / full-night
E01000093,1,1785.10476,7.487792415931241,-0.1992198261798372,0.1301652738856626,0.0971545221805357,0.2165184967144133,0.7729209372381127,4,42.301,2,0.471,0.226,1801,1,2,High activity / full-night,C1: High activity / full-night
E01000094,1,1899.96005,7.550114327012476,-0.1988405756215769,0.2198520226780558,0.1411432677229186,0.4028509199323327,0.7539527401410249,6,23.658,4,0.374,0.141,2609,1,4,High activity / full-night,C1: High activity / full-night
E01000095,0,2911.23072,7.976674636947216,0.0452345872470045,0.1237793925175397,0.1017180871188388,0.1970660124690622,0.6985452699135235,6,33.176,3,0.525,0.182,2376,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000096,0,689.84582,6.537916672966896,-0.0504495047893455,0.0753835400495722,0.065863093872193,0.1076924516987021,0.5913212941179411,5,33.845,2,0.417,0.186,1624,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000097,0,163.92717,5.105503982518207,0.0002831135314542,0.0855723916907734,0.0753039291778172,0.1250163426434042,0.6320812062850135,5,31.971,3,0.416,0.166,1922,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000098,3,1071.16598,6.977436161735048,-0.2142545266420802,0.0867824144303014,0.0620674024766918,0.1311956229346841,0.774533866554065,5,36.217,2,0.441,0.189,1930,1,2,Medium activity / continuing,C3: Medium activity / continuing
E01000099,1,1255.98559,7.136471744721833,-0.2399832230559269,0.150714905893148,0.098737605739569,0.2441351217253706,0.7655942600530601,5,23.773,4,0.343,0.134,2744,1,4,High activity / full-night,C1: High activity / full-night
E01000101,1,876.97961,6.777623370130829,-0.2816556590181155,0.1421916867599692,0.0986004794341797,0.2308914326607906,0.7868916313149659,4,33.901,2,0.417,0.193,1691,1,2,High activity / full-night,C1: High activity / full-night
E01000104,0,1155.84378,7.053450696469833,-0.2870361252452299,0.0624277876029232,0.0528570132548535,0.0947138386499061,0.813480453632919,5,34.071,2,0.442,0.209,1910,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000105,0,981.07857,6.889671315337122,-0.024828154181372,0.0507495541361177,0.0342152616787868,0.074106530073765,0.7622086326303663,5,40.539,2,0.471,0.229,2257,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000106,0,470.59413,6.156118721596778,-0.2715176026526298,0.0767364225303872,0.0618638825775408,0.1148591138856089,0.7720412548721869,5,44.075,2,0.574,0.245,2267,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000110,3,449.95845,6.111375206655474,-0.2562836413006578,0.1746739504503137,0.0973337649287395,0.2957902661031614,0.7693919643454115,6,18.236,5,0.24,0.101,1659,1,5,Medium activity / continuing,C3: Medium activity / continuing
E01000111,0,956.58517,6.864414667490594,-0.0987685707065687,0.0731182044145635,0.0669010580626082,0.1067778914264777,0.7155609075854414,5,27.63,3,0.336,0.155,2176,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000112,1,1749.22865,7.467501715525516,-0.1551023932748871,0.1358887987570979,0.0876085753569151,0.2280295481444843,0.7729356995344605,4,25.208,4,0.293,0.134,2063,1,4,High activity / full-night,C1: High activity / full-night
E01000113,3,2953.30215,7.991017742897805,0.2211632934340971,0.0999870771773216,0.0819376608654823,0.1526454315388571,0.7335646519814785,4,29.0,3,0.336,0.132,2021,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000114,1,2011.63745,7.607201305097153,-0.1536045622932701,0.1991020797510008,0.1579772339195614,0.3400215844973646,0.6739993298127005,5,27.162,3,0.375,0.139,2385,1,3,High activity / full-night,C1: High activity / full-night
E01000118,2,1245.77555,7.128315937498782,-0.2935209556809812,0.0408339206849901,0.0125892661804126,0.0580725149849244,0.7182971739977461,5,11.25,7,0.159,0.097,2019,1,7,Partial-night transition,C2: Partial-night transition
E01000120,2,384.81483,5.955357539338859,0.0346359572472817,0.0218424274345144,0.0,0.0319831043712526,0.8125229716776099,5,5.985,9,0.121,0.064,1468,1,9,Partial-night transition,C2: Partial-night transition
E01000121,0,159.61935,5.07903727993355,-0.3450648683884503,0.0699182774519505,0.0359788459231289,0.1041357250169145,0.6624565497141184,6,30.044,3,0.335,0.223,1410,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000123,0,183.53364,5.21783177748368,-0.458463309505549,0.0292434673011443,0.007718040136947,0.0409125443634797,0.6127144735375883,6,15.388,6,0.223,0.103,1744,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000124,2,347.31354,5.853103051149809,-0.1526794492377118,0.0950156449414555,0.0665464410054384,0.1539068910558212,0.7862080103526635,5,23.855,4,0.313,0.161,1894,1,4,Partial-night transition,C2: Partial-night transition
E01000126,3,689.69366,6.537696396959126,-0.2700429057155608,0.1289870346205589,0.0921542761463111,0.2164283814244798,0.7333572758608714,2,35.216,2,0.445,0.21,2193,1,2,Medium activity / continuing,C3: Medium activity / continuing
E01000127,3,407.94238,6.013574265922656,-0.2625112399452099,0.1473890748982736,0.1151734713122965,0.2301792244417269,0.7905718509047364,5,30.453,3,0.407,0.173,1551,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000128,3,175.85193,5.175312828795221,-0.3617041336993003,0.0863691402192742,0.0667594606439633,0.1308856591847802,0.7200059775127304,4,28.639,3,0.394,0.135,2040,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000129,1,8335.30012,9.02837476622414,0.0081129244330076,0.1112234468649222,0.0695882717657921,0.1790824578012408,0.7943317821777083,3,43.653,2,0.55,0.199,1606,1,2,High activity / full-night,C1: High activity / full-night
E01000130,3,1070.64712,6.976952108334936,-0.3234450955231635,0.1106571229556943,0.0630715935610978,0.1688153921573041,0.6339802816011122,4,27.891,3,0.318,0.163,1921,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000131,3,673.35157,6.513751592128022,0.0105466301949811,0.1136157594464359,0.0804038074790558,0.1852361890434371,0.868772071105973,4,23.659,4,0.296,0.126,1931,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000133,2,676.92957,6.519043403488546,-0.4713572048566293,0.0816929743518221,0.0370004666807508,0.1297025460782049,0.8125756433443533,4,30.983,3,0.409,0.178,1617,1,3,Partial-night transition,C2: Partial-night transition
E01000134,0,198.29953,5.29480886896208,-0.5028734561297244,0.0668023771917159,0.0331941785237715,0.102561442386031,0.7111093127991899,5,26.681,3,0.336,0.146,1784,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000135,3,351.19986,5.864198798560607,-0.4735873755758331,0.0931513469282134,0.0241110289736448,0.1513303344262756,0.8020673664416472,5,11.517,7,0.147,0.082,1715,1,7,Medium activity / continuing,C3: Medium activity / continuing
E01000136,3,672.60646,6.512646053143413,0.0017013812207512,0.0728831239592911,0.0449095002744992,0.1059634064676558,0.8577654068759518,6,9.546,8,0.073,0.048,1473,1,8,Medium activity / continuing,C3: Medium activity / continuing
E01000138,3,806.34834,6.693755223216022,-0.3294286933113795,0.1370541173309788,0.0746488794160598,0.2224859385250039,0.7470786193324231,5,30.386,3,0.392,0.193,1624,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000139,1,3278.256,8.095371846380248,-0.3063722723301658,0.0962107809762263,0.0451034177928752,0.1535690887873349,0.7495949234821245,5,17.015,6,0.21,0.092,1424,1,6,High activity / full-night,C1: High activity / full-night
E01000140,1,2788.01492,7.933443737200846,-0.2355546504751129,0.0836320739632196,0.0426501196772648,0.1301907312395281,0.7239873545397814,3,16.978,6,0.239,0.116,1986,1,6,High activity / full-night,C1: High activity / full-night
E01000141,1,13337.33686,9.498397638533852,-0.1252239122046138,0.0899783901836606,0.0426175552110933,0.1507606661722122,0.8627943877774126,2,41.647,2,0.416,0.205,1790,1,2,High activity / full-night,C1: High activity / full-night
E01000143,0,892.29094,6.794912328486877,-0.2481196996127742,0.0619380826616932,0.0336587526037191,0.0988046464157878,0.7969207448816313,3,32.352,3,0.443,0.195,1684,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000144,3,1412.71006,7.2539727759260435,0.164242279126971,0.0824369226902794,0.0302776707061886,0.1332583447553929,0.929806079718464,2,24.599,4,0.288,0.146,1677,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000146,1,12464.71686,9.430737504131548,0.1838853096900589,0.0906681044337817,0.0410374608380795,0.1464808894087779,0.8352961493497183,3,26.44,4,0.249,0.152,1868,1,4,High activity / full-night,C1: High activity / full-night
E01000150,1,1173.64326,7.068719771969226,-0.1926183089058935,0.2216557525325029,0.1124381355881513,0.4179034624434357,0.7709797164052352,4,25.077,4,0.373,0.117,2196,1,4,High activity / full-night,C1: High activity / full-night
E01000151,1,1243.14333,7.126202483703952,-0.2398113096098098,0.1190728505939858,0.0771301005170498,0.1875167383108492,0.7381802084524393,3,50.246,1,0.569,0.304,1657,1,1,High activity / full-night,C1: High activity / full-night
E01000152,0,163.56078,5.103279985245962,-0.3879592650511938,0.0736020579016558,0.0724593022850587,0.1028429230793939,0.836821290175146,4,19.977,5,0.349,0.117,2731,1,5,Low activity / early-stop,C0: Low activity / early-stop
E01000154,1,1383.21973,7.232891888026739,-0.1525326203957487,0.0852548567970469,0.0526830180480436,0.1259006018537355,0.6033491321443709,2,30.426,3,0.417,0.179,1839,1,3,High activity / full-night,C1: High activity / full-night
E01000156,1,2350.38875,7.762761390038424,-0.3918443831898021,0.0942970689423185,0.0435983324035226,0.1483934596121574,0.714563980605743,5,11.691,7,0.163,0.076,1980,1,7,High activity / full-night,C1: High activity / full-night
E01000160,2,748.78141,6.6197817107162455,-0.0667730920296218,0.0523079893236131,0.0386690689877036,0.075379848152733,0.8460468348202774,4,17.019,6,0.229,0.105,1893,1,6,Partial-night transition,C2: Partial-night transition
E01000161,3,1132.46133,7.033031353794395,-0.26329994861723,0.0794855573567355,0.0484850109628025,0.1228253814458603,0.772675359693938,3,23.583,4,0.297,0.145,2043,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000162,3,2737.34542,7.915109155670572,-0.1886239041034141,0.0955948445848679,0.0603546884484896,0.1442019593231019,0.7871669557199532,4,19.605,5,0.22,0.132,1675,1,5,Medium activity / continuing,C3: Medium activity / continuing
E01000164,1,3036.6691,8.018845756881136,-0.2648217219320999,0.0858329114621016,0.0477661230853239,0.1303668684902975,0.7376007280183845,5,34.691,2,0.429,0.202,1675,1,2,High activity / full-night,C1: High activity / full-night
E01000170,0,479.61152,6.175059293052545,-0.2471343890989107,0.0555075908101623,0.0277014196823295,0.0801701932622247,0.7098424321506844,5,21.318,5,0.256,0.144,1907,1,5,Low activity / early-stop,C0: Low activity / early-stop
E01000171,2,1963.27381,7.582877893657404,-0.0593943592615845,0.0563018767107171,0.0243060645728269,0.082737655918763,0.6535878624086068,3,33.766,2,0.437,0.199,2297,1,2,Partial-night transition,C2: Partial-night transition
E01000172,2,138.08132,4.935058798035088,-0.2583990361621688,0.0634789702184191,0.0356759335730568,0.0889203823513747,0.5474138349544022,7,8.821,8,0.111,0.074,1677,1,8,Partial-night transition,C2: Partial-night transition
E01000173,2,128.67479,4.865029700802954,0.1384704027883005,0.09427588729696,0.0566536770722532,0.1389713653869374,0.7299831917157642,7,11.98,7,0.163,0.079,1615,1,7,Partial-night transition,C2: Partial-night transition
E01000174,2,808.55397,6.696483441679726,-0.2312400123395597,0.0651986038730352,0.0323855066842353,0.0971403599286827,0.7376958815751208,6,24.64,4,0.303,0.14,1694,1,4,Partial-night transition,C2: Partial-night transition
E01000175,0,138.18180999999998,4.935781064074203,-0.3306644340524994,0.1118439539907604,0.0661534249696107,0.1720120382159933,0.5885785515178138,5,7.4,9,0.11,0.049,1980,1,9,Low activity / early-stop,C0: Low activity / early-stop
E01000176,0,297.07122,5.697332451239649,-0.3514487872638757,0.0623113204974887,0.0460131075639033,0.096935098901199,0.7920740907305689,5,30.19,3,0.357,0.17,1679,1,3,Low activity / early-stop,C0: Low activity / early-stop
E01000178,3,460.39984,6.134264998968895,0.0228932312400456,0.076840556677865,0.0404443016313819,0.115636852082093,0.8391583834572579,5,12.961,7,0.167,0.079,1634,1,7,Medium activity / continuing,C3: Medium activity / continuing
E01000180,3,81.14881,4.408532358681462,-0.0731809868807688,0.0982291668848871,0.0630430686537485,0.1341725873970499,0.8195705178093411,5,21.066,5,0.343,0.149,1697,1,5,Medium activity / continuing,C3: Medium activity / continuing
E01000181,3,422.30198,6.048085825049602,0.0059259963687595,0.0669283624954825,0.0323411460206745,0.1013924358190341,0.7983860365523933,3,10.629,8,0.084,0.054,1702,1,8,Medium activity / continuing,C3: Medium activity / continuing
E01000182,1,1786.49415,7.488570001835535,0.0779065467412809,0.0996330438585539,0.0479320293324218,0.1582298935594288,0.782946869308543,6,10.274,8,0.082,0.059,1618,1,8,High activity / full-night,C1: High activity / full-night
E01000183,3,543.0269000000001,6.298998694162816,-0.1568514193311602,0.1013485151472238,0.0671211683988399,0.1511110643727169,0.7439746958300367,6,10.223,8,0.127,0.07,1539,1,8,Medium activity / continuing,C3: Medium activity / continuing
E01000184,3,460.3043,6.1340579120030965,-0.367465913309956,0.1148112237926084,0.0599206655249581,0.185730845699317,0.7852411190891677,7,32.657,3,0.38,0.169,1810,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000185,3,544.66455,6.302004409648465,-0.4212421939338626,0.0726468061855687,0.035588124837572,0.112595078592612,0.7005543629071873,6,30.958,3,0.447,0.197,1463,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000186,3,665.03004,6.5013347746282895,-0.263141977766899,0.0874299452698407,0.0574977485227584,0.130479031081404,0.6629638927739065,5,8.324,9,0.131,0.044,1803,1,9,Medium activity / continuing,C3: Medium activity / continuing
E01000188,0,774.62766,6.653672585445336,-0.7682761805846179,0.0505358019361198,0.0221933205948261,0.0771073165030102,0.5958675892902843,7,14.579,6,0.232,0.08,1593,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000191,3,466.57572,6.147561303527794,-0.1132582295538225,0.0931166113830355,0.073570952213287,0.1390606682070285,0.6618880682478663,7,14.84,6,0.205,0.078,1554,1,6,Medium activity / continuing,C3: Medium activity / continuing
E01000192,3,308.11357,5.733708749824372,-0.0380807310758821,0.0398691949854724,0.0177543624579728,0.0563077961259397,0.7019810787408444,5,25.219,4,0.272,0.122,2026,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000193,1,14042.69279,9.549928662227078,0.0171979230487744,0.0833824066018038,0.0546173409523117,0.1297927063375815,0.8002948932956966,3,27.234,3,0.312,0.147,1995,1,3,High activity / full-night,C1: High activity / full-night
E01000194,1,3120.1911,8.045969970771157,-0.1964798758640135,0.0878586058398794,0.0553978408566065,0.130763836659585,0.7308298745581887,2,34.324,2,0.445,0.177,1891,1,2,High activity / full-night,C1: High activity / full-night
E01000196,1,3200.616,8.07141096131823,-0.0654567870684892,0.0912961098738492,0.0427092722150985,0.1386436900960092,0.7018486672737989,3,21.54,4,0.256,0.126,2150,1,4,High activity / full-night,C1: High activity / full-night
E01000197,3,373.81559,5.926434145016807,-0.1396298372681567,0.1050565333564605,0.0479012927202955,0.1594286014929833,0.8053637807736803,5,17.502,5,0.184,0.088,1827,1,5,Medium activity / continuing,C3: Medium activity / continuing
E01000198,0,343.29256,5.841491761049134,-0.2335877014054717,0.029752844046489,0.0037743899838668,0.0413943951993844,0.9121381353597262,5,17.001,6,0.224,0.098,2156,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000200,0,374.78258,5.929010731461111,-0.2368028417969693,0.0390731874464389,0.016038365497137,0.0513499734605571,0.7922666521021308,5,13.711,7,0.167,0.105,2026,1,7,Low activity / early-stop,C0: Low activity / early-stop
E01000201,3,550.2304,6.312152870573387,-0.2209735776140322,0.0667100182032835,0.0292939103328351,0.0983765352890993,0.6154334415553481,5,5.308,10,0.054,0.045,1523,1,10,Medium activity / continuing,C3: Medium activity / continuing
E01000202,3,394.36934,5.979820366000108,-0.1320750238849703,0.1152407537563645,0.0765275262017072,0.1850164256689222,0.7065694984521116,6,11.139,7,0.131,0.08,1661,1,7,Medium activity / continuing,C3: Medium activity / continuing
E01000203,3,1789.07856,7.490014786139895,-0.0212931175029004,0.1144538225308563,0.0724100958428566,0.1851194092173494,0.6929682431128646,6,25.902,4,0.384,0.16,1880,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000205,3,290.77562,5.675985082221188,-0.4262014814034271,0.0846360159080737,0.0537463904298441,0.1226464953705228,0.5303393771749495,7,9.471,8,0.112,0.053,1534,1,8,Medium activity / continuing,C3: Medium activity / continuing
E01000206,0,273.74607,5.615847289268781,0.1922313989749697,0.0130835120299626,0.0094664738017974,0.0162119424632569,0.8769082209969673,7,7.996,9,0.02,0.023,1497,1,9,Low activity / early-stop,C0: Low activity / early-stop
E01000208,1,4891.97112,8.495554988962283,0.270675812983949,0.0600969308257077,0.0252183438891601,0.0925468408903799,0.7111745685272826,5,9.982,8,0.081,0.041,1642,1,8,High activity / full-night,C1: High activity / full-night
E01000210,3,1206.21446,7.0960708855131145,-0.1130387045766306,0.0609610417039769,0.0347209815408778,0.0894249408836825,0.6712681520354254,5,12.425,7,0.084,0.044,1526,1,7,Medium activity / continuing,C3: Medium activity / continuing
E01000211,1,4185.06838,8.339517238276251,-0.2326220055692376,0.0873918671790017,0.0463546643412311,0.1357753353492556,0.7028589267792618,5,26.085,4,0.335,0.147,2127,1,4,High activity / full-night,C1: High activity / full-night
E01000213,0,118.5148,4.78344021307525,-0.0710034527333294,0.0192811361956481,0.0,0.0236993170539459,0.580205791331032,7,8.472,8,0.042,0.043,1370,1,8,Low activity / early-stop,C0: Low activity / early-stop
E01000214,1,11681.54068,9.365850756699912,-0.1472536001133028,0.1104084859463931,0.0550090367018265,0.1809519112381809,0.8072999034420004,5,10.932,8,0.113,0.067,1668,1,8,High activity / full-night,C1: High activity / full-night
E01000215,3,963.33649,6.8714402897212645,-0.1001123190091138,0.0779535507888837,0.0388163641553742,0.1184638336401825,0.7623895903049007,5,26.849,3,0.481,0.135,2161,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000218,1,1829.69961,7.51245347332368,-0.0766356997802497,0.1013347759307879,0.0428976098431807,0.1619352133205394,0.7610781921027003,4,26.607,3,0.41,0.143,1830,1,3,High activity / full-night,C1: High activity / full-night
E01000219,3,773.4444,6.652145869029539,-0.1183818772234953,0.0753910300468915,0.0568554766186166,0.108941609712374,0.7166204789547593,5,31.669,3,0.434,0.164,2207,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000221,1,2097.4364,7.648947774951966,-0.018639563993454,0.0928507486567888,0.0552188280893761,0.139543109148393,0.7141221102467651,5,41.818,2,0.49,0.229,1477,1,2,High activity / full-night,C1: High activity / full-night
E01000222,3,1186.48898,7.079596255865737,-0.3816337341793094,0.0789241380059004,0.0376120813191202,0.1243721632710589,0.7454720974079284,4,27.589,3,0.389,0.18,2032,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000223,1,5097.78309,8.536757180436647,-0.0981378534879953,0.1488495835549566,0.1041951276902996,0.2463803310174676,0.8392346362943699,4,36.995,2,0.493,0.192,2081,1,2,High activity / full-night,C1: High activity / full-night
E01000224,2,157.5044,5.065782353184392,-0.0286634532114657,0.0694584405261059,0.0429594347840441,0.1041157370031273,0.8605088903964923,5,28.876,3,0.458,0.171,1686,1,3,Partial-night transition,C2: Partial-night transition
E01000226,0,533.4284299999999,6.281197820657673,-0.4021180685851334,0.0975122567051778,0.0705139581705459,0.1536814442303111,0.7000021371227444,5,34.528,2,0.468,0.195,1712,1,2,Low activity / early-stop,C0: Low activity / early-stop
E01000227,0,337.31252,5.823970083674135,-0.0953992457795518,0.0579912064930172,0.0442871494956665,0.0819965083128252,0.7890366022363362,5,11.235,7,0.165,0.063,1894,1,7,Low activity / early-stop,C0: Low activity / early-stop
E01000228,0,191.21096,5.258593518843792,-0.1696202979159771,0.0766696637054696,0.0601056550314898,0.1147355844446945,0.7059797525587443,7,16.53,6,0.182,0.085,1416,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000229,3,519.14689,6.254111252454523,-0.3379596668680804,0.1655916305306192,0.1204237975883858,0.2858819673777547,0.7387911931261626,5,29.326,3,0.358,0.153,1657,1,3,Medium activity / continuing,C3: Medium activity / continuing
E01000231,3,887.19387,6.789190041235447,-0.4606412463151938,0.1156503144008423,0.0837769426878479,0.1872692449324778,0.64954754133638,5,23.261,4,0.283,0.119,1746,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000232,3,460.37947,6.134220849734549,-0.1749405767377072,0.0788912893965493,0.0524111555191633,0.1194101547814374,0.7416648987525997,5,18.122,5,0.238,0.112,1828,1,5,Medium activity / continuing,C3: Medium activity / continuing
E01000233,2,959.59432,6.867552176242183,-0.1908141348731618,0.0494469475392476,0.0345613758947635,0.0702237881245056,0.800401028921979,4,11.455,7,0.165,0.068,1922,1,7,Partial-night transition,C2: Partial-night transition
E01000234,0,260.66019,5.567046677215616,-0.3061165189820509,0.0532346730814552,0.0309230956978892,0.0820979973490628,0.8397514332698289,5,14.545,6,0.209,0.093,1741,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000235,2,1040.9791,6.948877164530583,-0.3058641234968117,0.0978453361839829,0.0735242907374413,0.1509198842242184,0.7828613504170024,6,23.981,4,0.332,0.146,1803,1,4,Partial-night transition,C2: Partial-night transition
E01000236,1,1114.73856,7.017271850263896,-0.0464449350348121,0.1026771694342393,0.061061779364661,0.1617647863162533,0.7871781331715288,5,24.742,4,0.366,0.135,1896,1,4,High activity / full-night,C1: High activity / full-night
E01000237,1,9514.11709,9.16063708548743,-0.0070887975586182,0.1052413156710477,0.0537261508519021,0.1703972678840144,0.7318618141717709,5,21.816,4,0.253,0.111,2175,1,4,High activity / full-night,C1: High activity / full-night
E01000239,1,1621.63415,7.391806126208121,-0.3170043070442245,0.145832739153896,0.085203052735415,0.2442461387913019,0.6925800885679456,4,25.959,4,0.35,0.135,2102,1,4,High activity / full-night,C1: High activity / full-night
E01000240,3,731.79626,6.596867709635106,-0.3463369708940573,0.1579238461809028,0.0946725253829529,0.2632294468926052,0.7503880101290491,5,26.033,4,0.294,0.139,1777,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000242,2,378.26629,5.938238570503279,-0.1861138353089829,0.041603548653516,0.0139897213679812,0.0604928322934723,0.6786396445083024,5,15.157,6,0.22,0.097,1624,1,6,Partial-night transition,C2: Partial-night transition
E01000243,2,2818.45495,7.944298865109301,-0.1664710482599695,0.0604186914536278,0.025285463583514,0.0888649453520645,0.6958414947584688,2,24.985,4,0.324,0.135,2161,1,4,Partial-night transition,C2: Partial-night transition
E01000244,2,1702.46786,7.440421369884586,-0.1037582230774095,0.0571802630094878,0.024049928319939,0.0927734185514358,0.7245573959628044,4,24.948,4,0.26,0.123,1653,1,4,Partial-night transition,C2: Partial-night transition
E01000246,0,94.26856,4.55669985066796,-0.1358658708693545,0.0344176255582985,0.0075783484971023,0.0465532848941943,0.8759137990776114,5,8.447,8,0.118,0.072,1571,1,8,Low activity / early-stop,C0: Low activity / early-stop
E01000248,1,2227.50767,7.709087434157667,0.0388928716909872,0.0546068736993394,0.0360524011124953,0.072588642319728,0.6799953770827388,4,11.576,7,0.145,0.07,1705,1,7,High activity / full-night,C1: High activity / full-night
E01000250,1,6880.9298,8.836654385782296,0.0686506436964376,0.0719594755929642,0.0414603779274132,0.1088571410185884,0.7740275747853578,6,15.016,6,0.191,0.098,2614,1,6,High activity / full-night,C1: High activity / full-night
E01000251,2,1704.96708,7.441887431265208,-0.14553911504262,0.0613733316188134,0.0298606469281506,0.0891544341379311,0.7517370701727218,2,24.959,4,0.25,0.164,2235,1,4,Partial-night transition,C2: Partial-night transition
E01000252,0,92.43814,4.537299613059876,-0.132799729635408,0.0247560152119027,0.0023444868103144,0.0310067436008958,0.7171907556952611,4,16.037,6,0.206,0.113,1698,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000253,0,182.99031,5.21488309317876,0.0395522036112185,0.039829923234733,0.0203395469410374,0.0554918971136103,1.314183562269646,7,5.591,9,0.052,0.057,2029,1,9,Low activity / early-stop,C0: Low activity / early-stop
E01000255,0,427.95487,6.061351715259107,-0.0432255158119826,0.0418198769416971,0.0244091158490613,0.0558147927716353,0.5672964729064904,7,21.778,4,0.253,0.124,1699,1,4,Low activity / early-stop,C0: Low activity / early-stop
E01000256,3,609.96316,6.415036662754785,-0.3226485350361159,0.0948570402186256,0.0607715226604833,0.1380062210407937,0.6494884712346127,7,14.515,6,0.181,0.087,1956,1,6,Medium activity / continuing,C3: Medium activity / continuing
E01000257,2,2180.48817,7.687762569674791,0.0170783636950435,0.0347018897149072,0.0160357164423414,0.0482335151238693,0.6917210511787641,5,22.202,4,0.311,0.134,2403,1,4,Partial-night transition,C2: Partial-night transition
E01000258,3,304.20109,5.720970870832496,-0.2493328672819679,0.12073290072695,0.0864717480137891,0.1841883795625416,0.6440420930765544,5,11.777,7,0.135,0.076,1893,1,7,Medium activity / continuing,C3: Medium activity / continuing
E01000259,0,462.68442,6.139204191523047,-0.1548124313327862,0.0361701394656859,0.0189012199719195,0.0502837205787596,0.7462128747632668,5,17.099,6,0.225,0.117,2638,1,6,Low activity / early-stop,C0: Low activity / early-stop
E01000260,3,811.33798,6.699916485088459,-0.3888752255872454,0.1564394286090243,0.0866722891488452,0.2740803012564675,0.7850994146474328,6,23.396,4,0.271,0.129,2181,1,4,Medium activity / continuing,C3: Medium activity / continuing
E01000261,2,382.11927,5.948346350624312,0.1141415087493493,0.0402114240404573,0.0107614044170031,0.055208247513357,0.7738384968917041,7,7.447,9,0.101,0.049,1817,1,9,Partial-night transition,C2: Partial-night transition
